"Country","Year","Value","Destination"
"MDG",1983,9400000,"pop 17"
"MWI",1983,7116000,"pop 17"
"MYS",1983,14955000,"pop 17"
"MDV",1983,169000,"pop 17"
"MLI",1983,6971000,"pop 17"
"MLT",1983,326000,"pop 17"
"MHL",1983,NA,"pop 17"
"MRT",1983,NA,"pop 17"
"MUS",1983,1003000,"pop 17"
"MEX",1983,72354000,"pop 17"
"FSM",1983,NA,"pop 17"
"MDA",1983,NA,"pop 17"
"MNG",1983,NA,"pop 17"
"MNE",1983,599000,"pop 17"
"MAR",1983,20837000,"pop 17"
"MOZ",1983,13061000,"pop 17"
"MMR",1983,NA,"pop 17"
"NAM",1983,NA,"pop 17"
"NPL",1983,16242000,"pop 17"
"NLD",1983,14367000,"pop 17"
"NZL",1983,3184000,"pop 17"
"NIC",1983,NA,"pop 17"
"NER",1983,6299000,"pop 17"
"NGA",1983,74272000,"pop 17"
"NOR",1983,4134000,"pop 17"
"OMN",1983,1583000,"pop 17"
"PAK",1983,89890000,"pop 17"
"PAN",1983,2089000,"pop 17"
"PNG",1983,3180000,"pop 17"
"PRY",1983,3402000,"pop 17"
"PER",1983,18635000,"pop 17"
"PHL",1983,52060000,"pop 17"
"POL",1983,36731000,"pop 17"
"PRT",1983,9940000,"pop 17"
"QAT",1983,271000,"pop 17"
"ROU",1983,22752000,"pop 17"
"RUS",1983,NA,"pop 17"
"RWA",1983,5760000,"pop 17"
"WSM",1983,NA,"pop 17"
"SMR",1983,NA,"pop 17"
"STP",1983,96000,"pop 17"
"SAU",1983,10790000,"pop 17"
"SEN",1983,5953000,"pop 17"
"SRB",1983,7747000,"pop 17"
"SYC",1983,64000,"pop 17"
"SLE",1983,3078000,"pop 17"
"SGP",1983,2732000,"pop 17"
"SVK",1983,5074316,"pop 17"
"SVN",1983,1917173,"pop 17"
"SLB",1983,250000,"pop 17"
"ZAF",1983,31429000,"pop 17"
"SSD",1983,NA,"pop 17"
"ESP",1983,38122000,"pop 17"
"LKA",1983,15161000,"pop 17"
"KNA",1983,45000,"pop 17"
"LCA",1983,121000,"pop 17"
"VCT",1983,100000,"pop 17"
"SDN",1983,20360000,"pop 17"
"SUR",1983,NA,"pop 17"
"SWZ",1983,705000,"pop 17"
"SWE",1983,8331000,"pop 17"
"CHE",1983,6410000,"pop 17"
"SYR",1983,10084000,"pop 17"
"TWN",1983,18791000,"pop 17"
"TJK",1983,NA,"pop 17"
"TZA",1983,21134000,"pop 17"
"THA",1983,49520000,"pop 17"
"TLS",1983,NA,"pop 17"
"TGO",1983,2712000,"pop 17"
"TON",1983,94000,"pop 17"
"TTO",1983,NA,"pop 17"
"TUN",1983,6890000,"pop 17"
"TUR",1983,46967000,"pop 17"
"TKM",1983,NA,"pop 17"
"TUV",1983,NA,"pop 17"
"ARE",1983,1210000,"pop 17"
"UGA",1983,13719000,"pop 17"
"UKR",1983,NA,"pop 17"
"GBR",1983,56316000,"pop 17"
"USA",1983,234247000,"pop 17"
"URY",1983,2970000,"pop 17"
"UZB",1983,NA,"pop 17"
"VUT",1983,126000,"pop 17"
"VEN",1983,16309000,"pop 17"
"VNM",1983,57470000,"pop 17"
"YEM",1983,NA,"pop 17"
"ZMB",1983,6411000,"pop 17"
"ZWE",1983,8145000,"pop 17"
"AFG",1984,NA,"pop 17"
"ALB",1984,2897000,"pop 17"
"DZA",1984,21175000,"pop 17"
"AGO",1984,8373000,"pop 17"
"ATG",1984,63000,"pop 17"
"ARG",1984,29606000,"pop 17"
"ARM",1984,NA,"pop 17"
"AUS",1984,15677000,"pop 17"
"AUT",1984,7553000,"pop 17"
"AZE",1984,NA,"pop 17"
"LSO",1984,1276000,"pop 17"
"LBR",1984,NA,"pop 17"
"LBY",1984,3620000,"pop 17"
"LTU",1984,3514000,"pop 17"
"LUX",1984,367000,"pop 17"
"MKD",1984,1820000,"pop 17"
"MDG",1984,10147000,"pop 17"
"MWI",1984,7368000,"pop 17"
"MYS",1984,15328000,"pop 17"
"MDV",1984,175000,"pop 17"
"MLI",1984,7180000,"pop 17"
"MLT",1984,326000,"pop 17"
"MHL",1984,NA,"pop 17"
"MRT",1984,NA,"pop 17"
"MUS",1984,1012000,"pop 17"
"MEX",1984,73911000,"pop 17"
"FSM",1984,NA,"pop 17"
"MDA",1984,NA,"pop 17"
"MNG",1984,NA,"pop 17"
"MNE",1984,606000,"pop 17"
"MAR",1984,21331000,"pop 17"
"MOZ",1984,13330000,"pop 17"
"MMR",1984,NA,"pop 17"
"NAM",1984,NA,"pop 17"
"NPL",1984,16620000,"pop 17"
"NLD",1984,14424000,"pop 17"
"NZL",1984,3216000,"pop 17"
"NIC",1984,NA,"pop 17"
"NER",1984,6514000,"pop 17"
"NGA",1984,76299000,"pop 17"
"NOR",1984,4146000,"pop 17"
"OMN",1984,1696000,"pop 17"
"PAK",1984,92400000,"pop 17"
"PAN",1984,2134000,"pop 17"
"PNG",1984,3250000,"pop 17"
"PRY",1984,3504000,"pop 17"
"PER",1984,19074000,"pop 17"
"PHL",1984,53350000,"pop 17"
"POL",1984,37049000,"pop 17"
"PRT",1984,9976000,"pop 17"
"QAT",1984,289000,"pop 17"
"ROU",1984,22845000,"pop 17"
"RUS",1984,NA,"pop 17"
"RWA",1984,5900000,"pop 17"
"WSM",1984,NA,"pop 17"
"SMR",1984,NA,"pop 17"
"STP",1984,98000,"pop 17"
"SAU",1984,11330000,"pop 17"
"SEN",1984,6130000,"pop 17"
"SRB",1984,7754000,"pop 17"
"SYC",1984,65000,"pop 17"
"SLE",1984,3096000,"pop 17"
"SGP",1984,2736000,"pop 17"
"SVK",1984,5109626,"pop 17"
"SVN",1984,1927469,"pop 17"
"SLB",1984,260000,"pop 17"
"ZAF",1984,32217000,"pop 17"
"SSD",1984,NA,"pop 17"
"ESP",1984,38274000,"pop 17"
"LKA",1984,15324000,"pop 17"
"KNA",1984,44000,"pop 17"
"LCA",1984,123000,"pop 17"
"VCT",1984,101000,"pop 17"
"SDN",1984,21311000,"pop 17"
"SUR",1984,NA,"pop 17"
"SWZ",1984,726000,"pop 17"
"SWE",1984,8343000,"pop 17"
"CHE",1984,6428000,"pop 17"
"SYR",1984,10419000,"pop 17"
"TWN",1984,19069000,"pop 17"
"TJK",1984,NA,"pop 17"
"TZA",1984,21808000,"pop 17"
"THA",1984,50580000,"pop 17"
"TLS",1984,NA,"pop 17"
"TGO",1984,2819000,"pop 17"
"TON",1984,95000,"pop 17"
"TTO",1984,NA,"pop 17"
"TUN",1984,6970000,"pop 17"
"TUR",1984,48071000,"pop 17"
"TKM",1984,NA,"pop 17"
"TUV",1984,NA,"pop 17"
"ARE",1984,1310000,"pop 17"
"UGA",1984,14163000,"pop 17"
"UKR",1984,NA,"pop 17"
"GBR",1984,56409000,"pop 17"
"USA",1984,236307000,"pop 17"
"URY",1984,2989000,"pop 17"
"UZB",1984,NA,"pop 17"
"VUT",1984,130000,"pop 17"
"VEN",1984,16767000,"pop 17"
"VNM",1984,58570000,"pop 17"
"YEM",1984,NA,"pop 17"
"ZMB",1984,6609000,"pop 17"
"ZWE",1984,8404000,"pop 17"
"AFG",1985,NA,"pop 17"
"ALB",1985,2957000,"pop 17"
"DZA",1985,22200000,"pop 17"
"AGO",1985,9435000,"pop 17"
"ATG",1985,63000,"pop 17"
"ARG",1985,30112000,"pop 17"
"ARM",1985,NA,"pop 17"
"AUS",1985,15901000,"pop 17"
"AUT",1985,7558000,"pop 17"
"AZE",1985,NA,"pop 17"
"COL",1985,30794000,"pop 17"
"BHS",1985,233000,"pop 17"
"BHR",1985,413000,"pop 17"
"BGD",1985,92284000,"pop 17"
"BRB",1985,250000,"pop 17"
"BLR",1985,NA,"pop 17"
"BEL",1985,9858000,"pop 17"
"BLZ",1985,166000,"pop 17"
"BEN",1985,4171000,"pop 17"
"BTN",1985,490000,"pop 17"
"BOL",1985,5875000,"pop 17"
"BIH",1985,NA,"pop 17"
"BWA",1985,1069000,"pop 17"
"BRA",1985,135522000,"pop 17"
"BRN",1985,222000,"pop 17"
"BGR",1985,8960000,"pop 17"
"BFA",1985,8041000,"pop 17"
"BDI",1985,4726000,"pop 17"
"KHM",1985,NA,"pop 17"
"CMR",1985,10111000,"pop 17"
"CAN",1985,25814000,"pop 17"
"CPV",1985,301000,"pop 17"
"CAF",1985,2630000,"pop 17"
"BRB",1986,250000,"pop 17"
"BLR",1986,NA,"pop 17"
"BEL",1986,9859000,"pop 17"
"BLZ",1986,171000,"pop 17"
"BEN",1986,4305000,"pop 17"
"BTN",1986,506000,"pop 17"
"BOL",1986,5997000,"pop 17"
"BIH",1986,NA,"pop 17"
"BWA",1986,1108000,"pop 17"
"BRA",1986,138391000,"pop 17"
"BRN",1986,226000,"pop 17"
"BGR",1986,8940000,"pop 17"
"BFA",1986,8263000,"pop 17"
"BDI",1986,4864000,"pop 17"
"KHM",1986,7507000,"pop 17"
"CMR",1986,10389000,"pop 17"
"CAN",1986,26069000,"pop 17"
"CPV",1986,309000,"pop 17"
"CAF",1986,2721000,"pop 17"
"TCD",1986,5117000,"pop 17"
"CHL",1986,12317000,"pop 17"
"CHN",1986,1075070000,"pop 17"
"COM",1986,400000,"pop 17"
"COD",1986,36233000,"pop 17"
"COG",1986,1917000,"pop 17"
"CRI",1986,NA,"pop 17"
"CIV",1986,10320000,"pop 17"
"HRV",1986,4711852,"pop 17"
"CYP",1986,553000,"pop 17"
"CZE",1986,10341000,"pop 17"
"DNK",1986,5116000,"pop 17"
"DJI",1986,NA,"pop 17"
"DMA",1986,NA,"pop 17"
"DOM",1986,6263000,"pop 17"
"ECU",1986,9632000,"pop 17"
"EGY",1986,47751000,"pop 17"
"SLV",1986,5237000,"pop 17"
"GNQ",1986,328000,"pop 17"
"ERI",1986,NA,"pop 17"
"EST",1986,1540000,"pop 17"
"ETH",1986,42429000,"pop 17"
"FJI",1986,715000,"pop 17"
"TCD",1985,4992000,"pop 17"
"CHL",1985,12102000,"pop 17"
"CHN",1985,1058510000,"pop 17"
"COM",1985,387000,"pop 17"
"COD",1985,35076000,"pop 17"
"COG",1985,1860000,"pop 17"
"CRI",1985,NA,"pop 17"
"CIV",1985,9930000,"pop 17"
"HRV",1985,4690983,"pop 17"
"CYP",1985,547000,"pop 17"
"CZE",1985,10337000,"pop 17"
"DNK",1985,5111000,"pop 17"
"DJI",1985,NA,"pop 17"
"DMA",1985,NA,"pop 17"
"DOM",1985,6112000,"pop 17"
"ECU",1985,9387000,"pop 17"
"EGY",1985,46545000,"pop 17"
"SLV",1985,5185000,"pop 17"
"GNQ",1985,313000,"pop 17"
"ERI",1985,NA,"pop 17"
"EST",1985,1529000,"pop 17"
"ETH",1985,41088000,"pop 17"
"FJI",1985,709000,"pop 17"
"GIN",1985,NA,"pop 17"
"FIN",1985,4911000,"pop 17"
"FRA",1985,55157000,"pop 17"
"GAB",1985,834000,"pop 17"
"GMB",1985,729000,"pop 17"
"GEO",1985,NA,"pop 17"
"DEU",1985,76177000,"pop 17"
"GHA",1985,12610000,"pop 17"
"GRC",1985,9934000,"pop 17"
"GRD",1985,100000,"pop 17"
"GTM",1985,7254000,"pop 17"
"GNB",1985,841000,"pop 17"
"GUY",1985,713000,"pop 17"
"HTI",1985,6479000,"pop 17"
"HND",1985,4283000,"pop 17"
"HKG",1985,5500000,"pop 17"
"HUN",1985,10599000,"pop 17"
"ISL",1985,242000,"pop 17"
"IND",1985,759000000,"pop 17"
"IDN",1985,162655000,"pop 17"
"IRN",1985,47820000,"pop 17"
"IRQ",1985,NA,"pop 17"
"IRL",1985,3540000,"pop 17"
"ISR",1985,4083000,"pop 17"
"ITA",1985,56588000,"pop 17"
"JAM",1985,2268000,"pop 17"
"JPN",1985,120770000,"pop 17"
"JOR",1985,2700000,"pop 17"
"KAZ",1985,NA,"pop 17"
"KEN",1985,20370000,"pop 17"
"KIR",1985,64000,"pop 17"
"KOR",1985,40806000,"pop 17"
"UVK",1985,NA,"pop 17"
"KWT",1985,1700000,"pop 17"
"KGZ",1985,NA,"pop 17"
"LAO",1985,3655000,"pop 17"
"LVA",1985,2579000,"pop 17"
"LBN",1985,2670000,"pop 17"
"LSO",1985,1306000,"pop 17"
"LBR",1985,NA,"pop 17"
"LBY",1985,3600000,"pop 17"
"LTU",1985,3545000,"pop 17"
"LUX",1985,367000,"pop 17"
"MKD",1985,1828000,"pop 17"
"MDG",1985,10439000,"pop 17"
"MWI",1985,7700000,"pop 17"
"MYS",1985,15823000,"pop 17"
"MDV",1985,182000,"pop 17"
"MLI",1985,7395000,"pop 17"
"MLT",1985,332000,"pop 17"
"MHL",1985,NA,"pop 17"
"MRT",1985,NA,"pop 17"
"MUS",1985,1021000,"pop 17"
"MEX",1985,75465000,"pop 17"
"FSM",1985,NA,"pop 17"
"MDA",1985,NA,"pop 17"
"MNG",1985,NA,"pop 17"
"MNE",1985,613000,"pop 17"
"MAR",1985,21838000,"pop 17"
"MOZ",1985,13541000,"pop 17"
"MMR",1985,NA,"pop 17"
"NAM",1985,NA,"pop 17"
"NPL",1985,17003000,"pop 17"
"NLD",1985,14492000,"pop 17"
"NZL",1985,3247000,"pop 17"
"NIC",1985,NA,"pop 17"
"NER",1985,6730000,"pop 17"
"NGA",1985,78435000,"pop 17"
"NOR",1985,4159000,"pop 17"
"OMN",1985,1696000,"pop 17"
"PAK",1985,94930000,"pop 17"
"PAN",1985,2181000,"pop 17"
"PNG",1985,3330000,"pop 17"
"PRY",1985,3609000,"pop 17"
"PER",1985,19516000,"pop 17"
"PHL",1985,54670000,"pop 17"
"POL",1985,37327000,"pop 17"
"PRT",1985,10017000,"pop 17"
"QAT",1985,305000,"pop 17"
"ROU",1985,22948000,"pop 17"
"RUS",1985,NA,"pop 17"
"RWA",1985,6100000,"pop 17"
"WSM",1985,NA,"pop 17"
"SMR",1985,NA,"pop 17"
"STP",1985,101000,"pop 17"
"SAU",1985,11897000,"pop 17"
"SEN",1985,6314000,"pop 17"
"SRB",1985,7759000,"pop 17"
"SYC",1985,65000,"pop 17"
"SLE",1985,3158000,"pop 17"
"SGP",1985,2733000,"pop 17"
"SVK",1985,5144568,"pop 17"
"SVN",1985,1936839,"pop 17"
"SLB",1985,270000,"pop 17"
"ZAF",1985,32998000,"pop 17"
"SSD",1985,NA,"pop 17"
"ESP",1985,38409000,"pop 17"
"LKA",1985,15475000,"pop 17"
"KNA",1985,43000,"pop 17"
"LCA",1985,125000,"pop 17"
"VCT",1985,102000,"pop 17"
"SDN",1985,21908000,"pop 17"
"SUR",1985,NA,"pop 17"
"SWZ",1985,749000,"pop 17"
"SWE",1985,8358000,"pop 17"
"CHE",1985,6456000,"pop 17"
"SYR",1985,10776000,"pop 17"
"TWN",1985,19314000,"pop 17"
"TJK",1985,NA,"pop 17"
"TZA",1985,22501000,"pop 17"
"THA",1985,51800000,"pop 17"
"TLS",1985,NA,"pop 17"
"TGO",1985,2926000,"pop 17"
"TON",1985,95000,"pop 17"
"TTO",1985,NA,"pop 17"
"TUN",1985,7200000,"pop 17"
"TUR",1985,49174000,"pop 17"
"TKM",1985,NA,"pop 17"
"TUV",1985,NA,"pop 17"
"ARE",1985,1380000,"pop 17"
"UGA",1985,14647000,"pop 17"
"UKR",1985,NA,"pop 17"
"GBR",1985,56554000,"pop 17"
"USA",1985,238416000,"pop 17"
"URY",1985,3008000,"pop 17"
"UZB",1985,NA,"pop 17"
"VUT",1985,135000,"pop 17"
"VEN",1985,17234000,"pop 17"
"VNM",1985,59710000,"pop 17"
"YEM",1985,NA,"pop 17"
"ZMB",1985,6809000,"pop 17"
"ZWE",1985,8701000,"pop 17"
"AFG",1986,NA,"pop 17"
"ALB",1986,3016000,"pop 17"
"DZA",1986,22800000,"pop 17"
"AGO",1986,9704000,"pop 17"
"ATG",1986,63000,"pop 17"
"ARG",1986,30498000,"pop 17"
"ARM",1986,NA,"pop 17"
"AUS",1986,16139000,"pop 17"
"AUT",1986,7566000,"pop 17"
"AZE",1986,NA,"pop 17"
"COL",1986,31433000,"pop 17"
"BHS",1986,237000,"pop 17"
"BHR",1986,428000,"pop 17"
"BGD",1986,94825000,"pop 17"
"GIN",1986,NA,"pop 17"
"FIN",1986,4926000,"pop 17"
"FRA",1986,55411000,"pop 17"
"GAB",1986,852000,"pop 17"
"GMB",1986,759000,"pop 17"
"GEO",1986,NA,"pop 17"
"DEU",1986,76229000,"pop 17"
"GHA",1986,12933000,"pop 17"
"GRC",1986,9972000,"pop 17"
"GRD",1986,100000,"pop 17"
"GTM",1986,7440000,"pop 17"
"GNB",1986,858000,"pop 17"
"GUY",1986,713000,"pop 17"
"HTI",1986,6596000,"pop 17"
"HND",1986,4411000,"pop 17"
"HKG",1986,5566000,"pop 17"
"HUN",1986,10560000,"pop 17"
"ISL",1986,244000,"pop 17"
"IND",1986,775250000,"pop 17"
"IDN",1986,165870000,"pop 17"
"IRN",1986,49440000,"pop 17"
"IRQ",1986,NA,"pop 17"
"IRL",1986,3541000,"pop 17"
"ISR",1986,4149000,"pop 17"
"ITA",1986,56598000,"pop 17"
"JAM",1986,2288000,"pop 17"
"JPN",1986,121431000,"pop 17"
"JOR",1986,2805000,"pop 17"
"KAZ",1986,NA,"pop 17"
"KEN",1986,21101000,"pop 17"
"KIR",1986,65000,"pop 17"
"KOR",1986,41214000,"pop 17"
"UVK",1986,NA,"pop 17"
"KWT",1986,1800000,"pop 17"
"KGZ",1986,NA,"pop 17"
"LAO",1986,3758000,"pop 17"
"LVA",1986,2600000,"pop 17"
"LBN",1986,2710000,"pop 17"
"LSO",1986,1339000,"pop 17"
"LBR",1986,NA,"pop 17"
"LBY",1986,3740000,"pop 17"
"LTU",1986,3579000,"pop 17"
"LUX",1986,369000,"pop 17"
"MKD",1986,1841000,"pop 17"
"MDG",1986,10738000,"pop 17"
"MWI",1986,8133000,"pop 17"
"MYS",1986,16257000,"pop 17"
"MDV",1986,189000,"pop 17"
"MLI",1986,7617000,"pop 17"
"MLT",1986,337000,"pop 17"
"MHL",1986,NA,"pop 17"
"MRT",1986,NA,"pop 17"
"MUS",1986,1030000,"pop 17"
"MEX",1986,77016000,"pop 17"
"FSM",1986,NA,"pop 17"
"MDA",1986,NA,"pop 17"
"MNG",1986,NA,"pop 17"
"MNE",1986,619000,"pop 17"
"MAR",1986,22354000,"pop 17"
"MOZ",1986,13706000,"pop 17"
"MMR",1986,NA,"pop 17"
"NAM",1986,NA,"pop 17"
"NPL",1986,17398000,"pop 17"
"NLD",1986,14572000,"pop 17"
"NZL",1986,3277000,"pop 17"
"NIC",1986,NA,"pop 17"
"NER",1986,6949000,"pop 17"
"NGA",1986,80688000,"pop 17"
"NOR",1986,4174000,"pop 17"
"OMN",1986,1809000,"pop 17"
"PAK",1986,97500000,"pop 17"
"PAN",1986,2227000,"pop 17"
"PNG",1986,3400000,"pop 17"
"PRY",1986,3723000,"pop 17"
"PER",1986,19963000,"pop 17"
"PHL",1986,56000000,"pop 17"
"POL",1986,37558000,"pop 17"
"PRT",1986,10031000,"pop 17"
"QAT",1986,321000,"pop 17"
"ROU",1986,23069000,"pop 17"
"RUS",1986,NA,"pop 17"
"RWA",1986,6310000,"pop 17"
"WSM",1986,NA,"pop 17"
"SMR",1986,NA,"pop 17"
"STP",1986,103000,"pop 17"
"SAU",1986,12492000,"pop 17"
"SEN",1986,6507000,"pop 17"
"SRB",1986,7759000,"pop 17"
"SYC",1986,66000,"pop 17"
"SLE",1986,3228000,"pop 17"
"SGP",1986,2775000,"pop 17"
"SVK",1986,5178967,"pop 17"
"SVN",1986,1946442,"pop 17"
"SLB",1986,280000,"pop 17"
"ZAF",1986,33766000,"pop 17"
"SSD",1986,NA,"pop 17"
"ESP",1986,38520000,"pop 17"
"LKA",1986,15628000,"pop 17"
"KNA",1986,43000,"pop 17"
"LCA",1986,127000,"pop 17"
"VCT",1986,102000,"pop 17"
"SDN",1986,22521000,"pop 17"
"SUR",1986,NA,"pop 17"
"SWZ",1986,775000,"pop 17"
"SWE",1986,8382000,"pop 17"
"CHE",1986,6485000,"pop 17"
"SYR",1986,11133000,"pop 17"
"TWN",1986,19509000,"pop 17"
"TJK",1986,NA,"pop 17"
"TZA",1986,23257000,"pop 17"
"THA",1986,52970000,"pop 17"
"TLS",1986,NA,"pop 17"
"TGO",1986,3034000,"pop 17"
"TON",1986,94000,"pop 17"
"TTO",1986,NA,"pop 17"
"TUN",1986,7480000,"pop 17"
"TUR",1986,50274000,"pop 17"
"TKM",1986,NA,"pop 17"
"TUV",1986,NA,"pop 17"
"ARE",1986,1440000,"pop 17"
"UGA",1986,15172000,"pop 17"
"UKR",1986,NA,"pop 17"
"GBR",1986,56684000,"pop 17"
"USA",1986,240593000,"pop 17"
"URY",1986,3025000,"pop 17"
"UZB",1986,NA,"pop 17"
"VUT",1986,139000,"pop 17"
"VEN",1986,17443000,"pop 17"
"VNM",1986,60920000,"pop 17"
"YEM",1986,NA,"pop 17"
"ZMB",1986,7013000,"pop 17"
"ZWE",1986,8974000,"pop 17"
"AFG",1987,NA,"pop 17"
"ALB",1987,3076000,"pop 17"
"DZA",1987,23400000,"pop 17"
"AGO",1987,9952000,"pop 17"
"ATG",1987,63000,"pop 17"
"ARG",1987,30846000,"pop 17"
"ARM",1987,NA,"pop 17"
"AUS",1987,16395000,"pop 17"
"AUT",1987,7576000,"pop 17"
"AZE",1987,NA,"pop 17"
"COL",1987,32092000,"pop 17"
"BHS",1987,241000,"pop 17"
"BHR",1987,443000,"pop 17"
"BGD",1987,97429000,"pop 17"
"BRB",1987,250000,"pop 17"
"BLR",1987,NA,"pop 17"
"BEL",1987,9865000,"pop 17"
"BLZ",1987,176000,"pop 17"
"BEN",1987,4438000,"pop 17"
"BTN",1987,524000,"pop 17"
"BOL",1987,6122000,"pop 17"
"BIH",1987,NA,"pop 17"
"BWA",1987,1149000,"pop 17"
"BRA",1987,141215000,"pop 17"
"BRN",1987,234000,"pop 17"
"BGR",1987,8903000,"pop 17"
"BFA",1987,8503000,"pop 17"
"BDI",1987,5007000,"pop 17"
"KHM",1987,7741000,"pop 17"
"CMR",1987,10686000,"pop 17"
"CAN",1987,26402000,"pop 17"
"CPV",1987,318000,"pop 17"
"CAF",1987,2785000,"pop 17"
"TCD",1987,5245000,"pop 17"
"CHL",1987,12533000,"pop 17"
"CHN",1987,1093000000,"pop 17"
"COM",1987,412000,"pop 17"
"COD",1987,37429000,"pop 17"
"COG",1987,1976000,"pop 17"
"CRI",1987,NA,"pop 17"
"CIV",1987,10720000,"pop 17"
"HRV",1987,4731041,"pop 17"
"CYP",1987,559000,"pop 17"
"CZE",1987,10349000,"pop 17"
"DNK",1987,5125000,"pop 17"
"DJI",1987,NA,"pop 17"
"DMA",1987,NA,"pop 17"
"DOM",1987,6417000,"pop 17"
"ECU",1987,9877000,"pop 17"
"EGY",1987,48800000,"pop 17"
"SLV",1987,5301000,"pop 17"
"GNQ",1987,341000,"pop 17"
"ERI",1987,NA,"pop 17"
"EST",1987,1552000,"pop 17"
"ETH",1987,43812000,"pop 17"
"FJI",1987,718000,"pop 17"
"GIN",1987,NA,"pop 17"
"FIN",1987,4939000,"pop 17"
"FRA",1987,55682000,"pop 17"
"GAB",1987,871000,"pop 17"
"GMB",1987,790000,"pop 17"
"GEO",1987,NA,"pop 17"
"DEU",1987,76243000,"pop 17"
"GHA",1987,13263000,"pop 17"
"GRC",1987,10007000,"pop 17"
"GRD",1987,99000,"pop 17"
"GTM",1987,7630000,"pop 17"
"GNB",1987,876000,"pop 17"
"GUY",1987,713000,"pop 17"
"HTI",1987,6715000,"pop 17"
"HND",1987,4544000,"pop 17"
"HKG",1987,5597000,"pop 17"
"HUN",1987,10509000,"pop 17"
"ISL",1987,248000,"pop 17"
"IND",1987,792250000,"pop 17"
"IDN",1987,169149000,"pop 17"
"IRN",1987,50660000,"pop 17"
"IRQ",1987,NA,"pop 17"
"IRL",1987,3547000,"pop 17"
"ISR",1987,4216000,"pop 17"
"ITA",1987,56595000,"pop 17"
"JAM",1987,2305000,"pop 17"
"JPN",1987,122022000,"pop 17"
"JOR",1987,2914000,"pop 17"
"KAZ",1987,NA,"pop 17"
"KEN",1987,21849000,"pop 17"
"KIR",1987,67000,"pop 17"
"KOR",1987,41622000,"pop 17"
"UVK",1987,NA,"pop 17"
"KWT",1987,1900000,"pop 17"
"KGZ",1987,NA,"pop 17"
"LAO",1987,3865000,"pop 17"
"LVA",1987,2627000,"pop 17"
"LBN",1987,2740000,"pop 17"
"LSO",1987,1402000,"pop 17"
"LBR",1987,NA,"pop 17"
"LBY",1987,3901000,"pop 17"
"LTU",1987,3616000,"pop 17"
"LUX",1987,371000,"pop 17"
"MKD",1987,1857000,"pop 17"
"MDG",1987,11046000,"pop 17"
"MWI",1987,8647000,"pop 17"
"MYS",1987,16681000,"pop 17"
"MDV",1987,193000,"pop 17"
"MLI",1987,7846000,"pop 17"
"MLT",1987,339000,"pop 17"
"MHL",1987,NA,"pop 17"
"MRT",1987,NA,"pop 17"
"MUS",1987,1041000,"pop 17"
"MEX",1987,78566000,"pop 17"
"FSM",1987,NA,"pop 17"
"MDA",1987,NA,"pop 17"
"MNG",1987,NA,"pop 17"
"MNE",1987,626000,"pop 17"
"MAR",1987,22884000,"pop 17"
"MOZ",1987,13837000,"pop 17"
"MMR",1987,NA,"pop 17"
"NAM",1987,NA,"pop 17"
"NPL",1987,17803000,"pop 17"
"NLD",1987,14665000,"pop 17"
"NZL",1987,3306000,"pop 17"
"NIC",1987,NA,"pop 17"
"NER",1987,7171000,"pop 17"
"NGA",1987,83043000,"pop 17"
"NOR",1987,4198000,"pop 17"
"OMN",1987,1922000,"pop 17"
"PAK",1987,100090000,"pop 17"
"PAN",1987,2274000,"pop 17"
"PNG",1987,3350000,"pop 17"
"PRY",1987,3841000,"pop 17"
"PER",1987,20415000,"pop 17"
"PHL",1987,57400000,"pop 17"
"POL",1987,37750000,"pop 17"
"PRT",1987,10035000,"pop 17"
"QAT",1987,334000,"pop 17"
"ROU",1987,23201000,"pop 17"
"RUS",1987,NA,"pop 17"
"RWA",1987,6530000,"pop 17"
"WSM",1987,NA,"pop 17"
"SMR",1987,NA,"pop 17"
"STP",1987,106000,"pop 17"
"SAU",1987,13118000,"pop 17"
"SEN",1987,6708000,"pop 17"
"SRB",1987,7757000,"pop 17"
"SYC",1987,68000,"pop 17"
"SLE",1987,3299000,"pop 17"
"SGP",1987,2846000,"pop 17"
"SVK",1987,5208708,"pop 17"
"SVN",1987,1985486,"pop 17"
"SLB",1987,290000,"pop 17"
"ZAF",1987,34523000,"pop 17"
"SSD",1987,NA,"pop 17"
"ESP",1987,38610000,"pop 17"
"LKA",1987,15784000,"pop 17"
"KNA",1987,42000,"pop 17"
"LCA",1987,129000,"pop 17"
"VCT",1987,103000,"pop 17"
"SDN",1987,23152000,"pop 17"
"SUR",1987,NA,"pop 17"
"SWZ",1987,802000,"pop 17"
"SWE",1987,8414000,"pop 17"
"CHE",1987,6523000,"pop 17"
"SYR",1987,11511000,"pop 17"
"TWN",1987,19725000,"pop 17"
"TJK",1987,NA,"pop 17"
"TZA",1987,24044000,"pop 17"
"THA",1987,53870000,"pop 17"
"TLS",1987,NA,"pop 17"
"TGO",1987,3143000,"pop 17"
"TON",1987,95000,"pop 17"
"TTO",1987,NA,"pop 17"
"TUN",1987,7640000,"pop 17"
"TUR",1987,51370000,"pop 17"
"TKM",1987,NA,"pop 17"
"TUV",1987,NA,"pop 17"
"ARE",1987,1500000,"pop 17"
"UGA",1987,15735000,"pop 17"
"UKR",1987,NA,"pop 17"
"GBR",1987,56804000,"pop 17"
"USA",1987,242751000,"pop 17"
"URY",1987,3042000,"pop 17"
"UZB",1987,NA,"pop 17"
"VUT",1987,141000,"pop 17"
"VEN",1987,17881000,"pop 17"
