"UNU_Key","AverageWeight","Year"
"0701",0.45,"2013"
"0702",0.48,"2013"
"0703",7.37,"2013"
"0801",0.18,"2013"
"0802",67.04,"2013"
"0901",0.24,"2013"
"0902",5.51,"2013"
"0112",41.7,"2013"
"0113",110.1,"2013"
"0114",22.9,"2013"
"0002",17,"2013"
"0001",30.85,"2014"
"1001",44,"2014"
"1002",92.22,"2014"
"0101",124.61,"2014"
"0102",43.3,"2014"
"0103",47.66,"2014"
"0104",72.54,"2014"
"0105",45.98,"2014"
"0106",12.14,"2014"
"0108",40.79,"2014"
"0109",44.09,"2014"
"0111",26.7,"2014"
"0201",0.99,"2014"
"0202",3.27,"2014"
"0203",1.89,"2014"
"0204",5.88,"2014"
"0205",0.55,"2014"
"0301",0.4,"2014"
"0302",8.77,"2014"
"0303",1.26,"2014"
"0304",10.32,"2014"
"0305",0.45,"2014"
"0306",0.09,"2014"
"0307",40,"2014"
"0308",22,"2014"
"0309",5.5,"2014"
"0401",0.39,"2014"
"0402",0.23,"2014"
"0403",3.73,"2014"
"0404",3.51,"2014"
"0405",2.14,"2014"
"0406",0.29,"2014"
"0407",33.2,"2014"
"0408",10.2,"2014"
"0501",0.09,"2014"
"0502",0.08,"2014"
"0505",0.08,"2014"
"0504",0.07,"2014"
"0503",0.11,"2014"
"0506",0.45,"2014"
"0507",2.67,"2014"
"0701",0.45,"2014"
"0602",23.17,"1993"
"0602",23.17,"1994"
"0602",23.17,"1995"
"0602",23.17,"1996"
"0602",23.17,"1997"
"0602",23.17,"1998"
"0602",23.17,"1999"
"0602",23.17,"2000"
"0602",23.17,"2001"
"0602",23.17,"2002"
"0602",23.17,"2003"
"0602",23.17,"2004"
"0602",23.17,"2005"
"0602",23.17,"2006"
"0602",23.17,"2007"
"0602",23.17,"2008"
"0602",23.17,"2009"
"0602",23.17,"2010"
"0602",23.17,"2011"
"0602",23.17,"2012"
"0602",23.17,"2013"
"0602",23.17,"2014"
"0601",2.6,"1993"
"0601",2.6,"1994"
"0601",2.6,"1995"
"0601",2.6,"1996"
"0601",2.59,"1997"
"0601",2.58,"1998"
"0601",2.57,"1999"
"0601",2.56,"2000"
"0601",2.56,"2001"
"0601",2.55,"2002"
"0601",2.54,"2003"
"0601",2.53,"2004"
"0601",2.52,"2005"
"0601",2.52,"2006"
"0601",2.51,"2007"
"0601",2.5,"2008"
"0601",2.49,"2009"
"0601",2.49,"2010"
"0601",2.49,"2011"
"0601",2.49,"2012"
"0601",2.49,"2013"
"0601",2.49,"2014"
"0702",0.48,"2015"
"0703",7.37,"2015"
"0801",0.18,"2015"
"0802",67.04,"2015"
"0901",0.24,"2015"
"0902",5.51,"2015"
"0112",41.7,"2015"
"0113",110.1,"2015"
"0114",22.9,"2015"
"0002",17,"2015"
"0001",30.85,"2015"
"1001",44,"2015"
"1002",92.22,"2015"
"0101",124.61,"2015"
"0102",43.3,"2015"
"0103",47.66,"2015"
"0104",72.54,"2015"
"0105",45.98,"2015"
"0106",12.14,"2015"
"0108",40.79,"2015"
"0109",44.09,"2015"
"0111",26.7,"2015"
"0201",0.99,"2015"
"0202",3.27,"2015"
"0203",1.89,"2015"
"0204",5.88,"2015"
"0205",0.55,"2015"
"0301",0.4,"2015"
"0302",8.77,"2015"
"0303",1.26,"2015"
"0304",10.32,"2015"
"0305",0.45,"2015"
"0306",0.09,"2015"
"0307",40,"2015"
"0308",22,"2015"
"0309",5.5,"2015"
"0401",0.39,"2015"
"0402",0.23,"2015"
"0403",3.73,"2015"
"0404",3.51,"2015"
"0405",2.14,"2015"
"0406",0.29,"2015"
"0407",33.2,"2015"
"0408",10.2,"2015"
"0501",0.09,"2015"
"0502",0.08,"2015"
"0505",0.08,"2015"
"0504",0.07,"2015"
"0503",0.11,"2015"
"0506",0.45,"2015"
"0507",2.67,"2015"
"0701",0.45,"2015"
"0602",23.17,"2015"
"0601",2.49,"2015"
