"UNU_Key","Year","Country","POM_kg_new","POM_pieces_new","POM_kg_original","POM_Pieces_original","Reason"
"0113","2011","SVN",3708844,46236,262268.68,8598.107948,"Strange time series. Corrected with ratio PRT"
"0113","2012","SVN",3238009,40367,0,0,"Strange time series. Corrected with ratio PRT"
"0201","2003","AUT",6773250,10948528,15514133.9,16314622.93,"High outlier. Corrected with ratio NLD"
"0201","2004","AUT",5768946,9325134,10643549.26,12795703.86,"High outlier. Corrected with ratio NLD"
"0201","1998","GBR",59862161,66365223,70030999.14,77637180.02,"High outlier. Corrected with ratio BEL"
"0201","2001","GBR",47964742,53175341,61015102.96,82316817.18,"High outlier. Corrected with ratio BEL"
"0201","2002","GBR",45137973,50041489,65388629.41,84738025.19,"High outlier. Corrected with ratio BEL"
"0201","2003","GBR",45646040,50604749,69822711.96,87213598.66,"High outlier. Corrected with ratio BEL"
"0201","2004","GBR",51612701,57219592,63820514.44,69330733.57,"High outlier. Corrected with ratio BEL"
"0202","2002","ESP",27087683,877521,41713112.64,13787024,"High outlier, corrected with ratio MLT"
"0202","2003","ESP",27554706,892650,60836789.19,16794217,"High outlier, corrected with ratio MLT"
"0202","2004","ESP",29602228,958981,111528284,36216930,"High outlier, corrected with ratio MLT"
"0202","2005","ESP",31715028,1027426,120610930.7,36794785,"High outlier, corrected with ratio MLT"
"0202","2006","ESP",33852989,1096687,134757215.6,41842115,"High outlier, corrected with ratio MLT"
"0202","2007","ESP",41320337,1338596,111522886.4,33416671.61,"High outlier, corrected with ratio MLT"
"0202","2003","GBR",82127348,22111987,87710190.83,25371142.93,"High outlier. Corrected with ratio DEU"
"0202","2004","GBR",80076971,21559943,103416086.1,31371592,"High outlier. Corrected with ratio DEU"
"0202","2010","GBR",82270177,26577445,142221370.7,43966453,"Outlier detection with Feng. Corrected with ratio NLD"
"0302","2010","BEL",5387119,606658,7685265.081,902395.8353,"Too high. Corrected with ratio AUT"
"0302","2011","BEL",7144697,804584,10592202.98,1267789,"Too high. Corrected with ratio AUT"
"0302","2012","BEL",7828414,881579,13535707,1631957.214,"Too high. Corrected with ratio AUT"
"0302","2013","BEL",6429595,724054,16508351.19,1999786.379,"Too high. Corrected with ratio AUT"
"0302","2014","BEL",6109409,687997,19527855.29,2373407,"Too high. Corrected with ratio AUT"
"0302","1995","IRL",641704,354,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","1996","IRL",786442,499,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","1997","IRL",936436,669,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","1998","IRL",771804,509,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","1999","IRL",1071224,809,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2000","IRL",1379993,1169,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2001","IRL",1255766,866,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2002","IRL",1130997,604,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2003","IRL",1178647,628,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2004","IRL",6536529,16752,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2005","IRL",6562289,16427,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2006","IRL",5137940,9734,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2007","IRL",3161802,3516,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2008","IRL",3104023,3266,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2009","IRL",2471907,2071,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2010","IRL",3095405,3262,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2011","IRL",3621223,4442,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2012","IRL",3581848,4403,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2013","IRL",3978777,5408,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2014","IRL",3250066,3579,NA,NA,"No data. Filled with data per inhabitant GBR"
"0302","2015","IRL",1732414,1054,NA,NA,"No data. Filled with data per inhabitant GBR"
"0303","1996","AUT",225261,51881,5796024,1288005,"Correction using market knowledge"
"0303","1997","AUT",251041,59653,5098220,1158686,"Correction using market knowledge"
"0303","1998","AUT",276960,67902,4455240,1033698,"Correction using market knowledge"
"0303","1999","AUT",453659,114871,4162453,986363,"Correction using market knowledge"
"0303","2000","AUT",586968,153666,3507615,849301,"Correction using market knowledge"
"0303","2001","AUT",895568,242686,2276040,563376,"Correction using market knowledge"
"0303","1996","BEL",280720,64654,2359045,524232,"Correction using market knowledge"
"0303","1997","BEL",345481,82094,1560743,354714,"Correction using market knowledge"
"0303","1998","BEL",414682,101667,1713546,397574,"Correction using market knowledge"
"0303","1999","BEL",560338,141883,1860394,440852,"Correction using market knowledge"
"0303","2000","BEL",634486,166106,746539,180760,"Correction using market knowledge"
"0303","2001","BEL",634975,172069,1149424,284511,"Correction using market knowledge"
"0303","2008","CZE",1933452,742000,2813178,937726,"Correction using market knowledge"
"0303","2009","CZE",1970221,808000,8309101,3759774,"Correction using market knowledge"
"0303","2010","CZE",2348201,989000,3342153,1569086,"Correction using market knowledge"
"0303","2013","CZE",1859054,1368000,2997824,2220610,"Correction using market knowledge"
"0303","2014","CZE",2243704,1761000,1208239,958920,"Correction using market knowledge"
"0303","1996","DEU",2533888,583592,5473337,1216297,"Correction using market knowledge"
"0303","1997","DEU",2763024,656557,6765722,1537664,"Correction using market knowledge"
"0303","1998","DEU",3354783,822488,10502565,2436790,"Correction using market knowledge"
"0303","1999","DEU",3680908,932042,13085937,3100933,"Correction using market knowledge"
"0303","2000","DEU",4873940,1275979,16941140,4101971,"Correction using market knowledge"
"0303","2001","DEU",6461823,1751060,13787546,3412759,"Correction using market knowledge"
"0303","2002","DEU",8984651,2523278,14417682,3650046,"Correction using market knowledge"
"0303","2003","DEU",11224857,3271431,18063353,4679625,"Correction using market knowledge"
"0303","2004","DEU",12856089,3893841,19219848,5098103,"Correction using market knowledge"
"0303","2005","DEU",13060203,4380815,30694898,8341005,"Correction using market knowledge"
"0303","2006","DEU",13110111,5041478,37586420,10469755,"Correction using market knowledge"
"0303","2007","DEU",14668363,5843147,35650035,10803041,"Correction using market knowledge"
"0303","2008","DEU",19042675,7308000,39941021,13313674,"Correction using market knowledge"
"0303","2009","DEU",19868026,8148000,27364722,12382227,"Correction using market knowledge"
"0303","2010","DEU",20274303,8539000,31485633,14781987,"Correction using market knowledge"
"0303","2007","DNK",1775570,707299,3139623,951401,"Correction using market knowledge"
"0303","2008","DNK",2608336,1001000,3696651,1232217,"Correction using market knowledge"
"0303","1996","FRA",1500403,345565,6872732,1527274,"Correction using market knowledge"
"0303","1997","FRA",1686506,400752,6512493,1480112,"Correction using market knowledge"
"0303","1998","FRA",1869549,458355,8660886,2009486,"Correction using market knowledge"
"0303","1999","FRA",2227299,563974,7616714,1804909,"Correction using market knowledge"
"0303","2000","FRA",2981938,780660,8106805,1962907,"Correction using market knowledge"
"0303","2001","FRA",3711890,1005868,6749350,1670631,"Correction using market knowledge"
"0303","1996","GBR",2507698,577560,4567500,1015000,"Correction using market knowledge"
"0303","1997","GBR",2800023,665349,5674957,1289763,"Correction using market knowledge"
"0303","1998","GBR",3139560,769722,4503390,1044870,"Correction using market knowledge"
"0303","1999","GBR",3646569,923347,24700192,5853126,"Correction using market knowledge"
"0303","2000","GBR",4930021,1290661,18389878,4452755,"Correction using market knowledge"
"0303","2001","GBR",5659906,1533752,5814861,1439322,"Correction using market knowledge"
"0303","2016","HUN",1198249,873000,NA,NA,"Correction using market knowledge"
"0303","1996","IRL",74967,17266,2088672,464149,"Correction using market knowledge"
"0303","1997","IRL",88485,21026,1589672,361289,"Correction using market knowledge"
"0303","1998","IRL",107444,26342,2250966,522266,"Correction using market knowledge"
"0303","1999","IRL",189839,48069,1842770,436675,"Correction using market knowledge"
"0303","2000","IRL",238900,62543,4544439,1100348,"Correction using market knowledge"
"0303","2001","IRL",237729,64421,2945085,728981,"Correction using market knowledge"
"0303","2002","IRL",310358,87162,2753515,697092,"Correction using market knowledge"
"0303","2003","IRL",428602,124914,4034072,1045096,"Correction using market knowledge"
"0303","2004","IRL",625982,189597,3410674,904688,"Correction using market knowledge"
"0303","2005","IRL",761268,255354,10433554,2835205,"Correction using market knowledge"
"0303","2006","IRL",840398,323174,21997262,6127371,"Correction using market knowledge"
"0303","2007","IRL",937690,373529,23899963,7242413,"Correction using market knowledge"
"0303","2008","IRL",1149127,441000,13145094,4381698,"Correction using market knowledge"
"0303","2009","IRL",860753,353000,2405667,1088537,"Correction using market knowledge"
"0303","2009","ITA",12194403,5001000,8349703,3778146,"Correction using market knowledge"
"0303","2010","ITA",12951905,5455000,10031103,4709438,"Correction using market knowledge"
"0303","2011","ITA",13357521,5983000,8482824,4560658,"Correction using market knowledge"
"0303","1996","NLD",698869,160960,3070222,682271,"Correction using market knowledge"
"0303","1997","NLD",814884,193635,2800654,636512,"Correction using market knowledge"
"0303","1998","NLD",917393,224916,7043072,1634124,"Correction using market knowledge"
"0303","1999","NLD",1256377,318127,8025601,1901801,"Correction using market knowledge"
"0303","2000","NLD",1477443,386789,6617248,1602239,"Correction using market knowledge"
"0303","2001","NLD",1222376,331246,416779,103163,"Correction using market knowledge"
"0303","2002","NLD",1707871,479644,2989992,756960,"Correction using market knowledge"
"0303","2003","NLD",2327937,678466,3943797,1021709,"Correction using market knowledge"
"0303","2004","NLD",3129304,947801,2371221,628971,"Correction using market knowledge"
"0303","2005","NLD",3585104,1202560,NA,NA,"Correction using market knowledge"
"0303","2006","NLD",3626070,1394401,1560778,434757,"Correction using market knowledge"
"0303","2006","PRT",1325704,509798,2539523,707388,"Correction using market knowledge"
"0303","2007","PRT",1400172,557759,2927034,886980,"Correction using market knowledge"
"0306","2004","NLD",287003,2733363,911792,8864644,"Trade data seems too high. Corrected with ratio DEU."
"0306","2005","NLD",289896,2760917,1240320,12315234,"Trade data seems too high. Corrected with ratio DEU."
"0306","2006","NLD",328804,3479410,1095182,11110542,"Trade data seems too high. Corrected with ratio DEU."
"0306","2007","NLD",389629,4123064,966538,10023357,"Trade data seems too high. Corrected with ratio DEU."
"0306","2008","NLD",207515,2195925,1184112,12558764,"Trade data seems too high. Corrected with ratio DEU."
"0306","2009","NLD",222233,2351667,NA,NA,"Trade data seems too high. Corrected with ratio DEU."
"0306","2010","NLD",228321,2416094,NA,NA,"Trade data seems too high. Corrected with ratio DEU."
"0306","2011","NLD",237890,2517350,NA,NA,"Trade data seems too high. Corrected with ratio DEU."
"0306","2014","NLD",240756,2547666,NA,NA,"Trade data seems too high. Corrected with ratio DEU."
"0306","2001","SWE",384706,3690863,761673,7616728,"Trade data seems too high. Corrected with ratio DEU."
"0306","2002","SWE",426517,4265166,895637,8956370,"Trade data seems too high. Corrected with ratio DEU."
"0306","2003","SWE",368659,3686584,1030885,10308851,"Trade data seems too high. Corrected with ratio DEU."
"0408","2011","ITA",48384065,3291433,5189100,353000,"Together with PRT only datpoint in strat2. Corrected with 2% increase from previous year"
"0408","2012","ITA",49351746,3357262,3939600,268000,"Together with PRT only datpoint in strat2. Corrected with 2% increase from previous year"
"0408","2012","LTU",5242100,356605,3043590.9,207047,"Only datapoint in stratum 3. Corrected with 2% increase from 2010"
"0408","2011","PRT",16635094,1175555,12421.5,845,"Together with ITA only datpoint in strat2. Corrected with 2% increase from previous year"
"0408","2012","PRT",16967796,1199066,0,0,"Missing datapoint. Corrected here because there are too few other values in stratum"
"0502","2009","NLD",315834,3947936,4559670,44380874,"High outlier. Corrected with ratio DEU"
"0502","2010","NLD",313585,3919828,4375100,47820418,"High outlier. Corrected with ratio DEU"
"0503","2009","DEU",6303756,54290498,26216000,223086336,"High outlier. Corrected with ratio DNK"
"0503","2009","SWE",1477848,12957191,2395800,20641979,"High outlier. Corrected with ratio DNK"
"0504","2006","CZE",381605,5187101,828700,9345320,"High outlier. Corrected with ratio AUT"
"0504","2007","CZE",418288,5685730,918000,10663406,"High outlier. Corrected with ratio AUT"
"0504","2008","CZE",376750,5121105,1013500,12057827,"High outlier. Corrected with ratio AUT"
"0504","2009","CZE",521200,7084600,1109900,13466902,"High outlier. Corrected with ratio AUT"
"0504","2006","SVK",267018,3271069,895622.76,7388848,"Corrected with ratio Greece"
"0505","2014","NLD",728884,9111052,NA,NA,"No data. Filled with average stratum 1"
"0505","2015","NLD",1468599,18357483,NA,NA,"No data. Filled with average stratum 1"
"0506","2006","AUT",9425701,19028357,1581.2,126659.56,"Low outlier. Corrected with ratio FRA"
"0506","2007","AUT",10678981,21558446,1065576.59,2303088.15,"Low outlier. Corrected with ratio FRA"
"0506","2008","AUT",8907520,17982267,2138801.24,4498435.91,"Low outlier. Corrected with ratio FRA"
"0506","2009","AUT",5535239,11174395,1083500,1582722.22,"Low outlier. Corrected with ratio FRA"
"0506","2010","AUT",6968644,14068115,1686200,2492472.22,"Low outlier. Corrected with ratio FRA"
"0506","1996","BEL",5071500,22540000,34769189.7,60406636.5,"Strange time series"
"0506","1997","BEL",5085000,22600000,37370682,66622653,"Strange time series"
"0506","2002","BEL",10310000,21650956,25157300,52830222.22,"Strange time series"
"0506","2004","BEL",12475200,21532801,21568390.5,37228090,"Strange time series"
"0506","2005","BEL",12535200,27369477,25064900,54726944.44,"Strange time series"
"0506","2008","BEL",13134008,27715797,44612384.8,86664891.33,"Strange time series, corrected with ratio NLD"
"0506","2009","BEL",9825744,20734595,33261009.13,62256025.74,"Strange time series, corrected with ratio NLD"
"0506","2010","BEL",10325330,21788837,35266697.97,69044242.87,"Strange time series, corrected with ratio NLD"
"0506","2011","BEL",11241588,23722353,37552867.25,76447573.89,"Strange time series, corrected with ratio NLD"
"0506","2012","BEL",11865678,25039328,16677964.8,35194552.44,"Strange time series, corrected with ratio NLD"
"0506","1999","CYP",421558,910717,942800,1982777.78,"Outlier detection with Feng. Corrected with ratio PRT"
"0506","2000","CYP",461890,997848,1139965.51,2427513.45,"Outlier detection with Feng. Corrected with ratio PRT"
"0506","2001","CYP",532444,1150270,1341400,2881916.67,"Outlier detection with Feng. Corrected with ratio PRT"
"0506","2002","CYP",563579,1217533,1522300,3229194.44,"Outlier detection with Feng. Corrected with ratio PRT"
"0506","2002","EST",737445,1551326,1607860.3,3186069.11,"Outlier detection with Feng. Corrected with ratio LVA"
"0506","2003","EST",718107,1510646,2303917.15,4469167.78,"Outlier detection with Feng. Corrected with ratio LVA"
"0506","2004","EST",1147912,2414806,2427701.91,4916479.54,"Outlier detection with Feng. Corrected with ratio LVA"
"0506","2005","EST",1543289,3246541,2554297.3,5368323.22,"Outlier detection with Feng. Corrected with ratio LVA"
"0506","2006","EST",1970724,4145714,3272853.95,6964889.67,"Outlier detection with Feng. Corrected with ratio LVA"
"0506","2007","EST",1888239,3972195,2872089.75,6025324.89,"Outlier detection with Feng. Corrected with ratio LVA"
"0506","2008","EST",1744027,3668823,2292742.87,4814900.15,"Outlier detection with Feng. Corrected with ratio LVA"
"0506","2005","LUX",747083,1605439,1092100,2306222.22,"Outlier detection with Feng. Corrected with ratio NLD"
"0506","2006","LUX",770118,1654940,1121700,2397027.78,"Outlier detection with Feng. Corrected with ratio NLD"
"0506","2007","LUX",840495,1806176,1233600,2632777.78,"Outlier detection with Feng. Corrected with ratio NLD"
"0506","2008","LUX",804117,1728002,1291600,2680111.11,"Outlier detection with Feng. Corrected with ratio NLD"
"0506","2009","LUX",607992,1306540,1231954.39,2570057.25,"Outlier detection with Feng. Corrected with ratio NLD"
"0506","2010","LUX",646219,1388688,1171600,2459083.33,"Outlier detection with Feng. Corrected with ratio NLD"
"0506","2011","LUX",708380,1522268,1268189,2731898,"Outlier detection with Feng. Corrected with ratio NLD"
"0506","2012","LUX",726641,1561510,1215710,2613893,"Outlier detection with Feng. Corrected with ratio NLD"
"0602","2000","BGR",1702520,549727,285121.97,76708.57,"Less waste generated than collected. Increased using ratio POL"
"0602","2001","BGR",1586831,512372,191403.41,82788.02,"Less waste generated than collected. Increased using ratio POL"
"0602","2002","BGR",2279581,736054,728587.21,253708.69,"Less waste generated than collected. Increased using ratio POL"
"0602","2003","BGR",1948879,629274,282348.85,106784.08,"Less waste generated than collected. Increased using ratio POL"
"0602","2004","BGR",1975348,637820,1333885.05,408466.73,"Less waste generated than collected. Increased using ratio POL"
"0602","2005","BGR",1835956,592812,925740.99,327794.42,"Less waste generated than collected. Increased using ratio POL"
"0602","2006","BGR",2352022,759444,1246074.65,414825.15,"Less waste generated than collected. Increased using ratio POL"
"0602","2009","BGR",1515711,489408,1094111.31,328194.01,"Less waste generated than collected. Increased using ratio POL"
"0602","2010","BGR",1569720,506847,1026378,325892.44,"Less waste generated than collected. Increased using ratio POL"
"0602","2011","BGR",1604854,518191,1045219.96,351187.75,"Less waste generated than collected. Increased using ratio POL"
"0602","2012","BGR",1471502,475133,1044114.71,352761.62,"Less waste generated than collected. Increased using ratio POL"
"0802","2003","DNK",2459623,36349,4663602.36,69564.47,"High outlier. Corrected with ratio FIN"
"0802","2004","DNK",2533925,37447,8202404.16,122350.9,"High outlier. Corrected with ratio FIN"
"0802","2004","GBR",22722679,338005,43687478.08,651662.86,"High outlier. Corrected with ratio DEU"
"0802","2005","GBR",20637864,306993,49536378.72,738907.8,"High outlier. Corrected with ratio DEU"
"0902","2005","ESP",2064044,374600,2064044.26,374599.6842,"No change, but this way we make sure that original values won't be changed as stratum outliers"
"0902","2006","ESP",668268,121283,668267.97,121282.7532,"No change, but this way we make sure that original values won't be changed as stratum outliers"
"0902","2007","ESP",422720,76719,422720,76718.69328,"No change, but this way we make sure that original values won't be changed as stratum outliers"
